County_name,year,county,time,hst,Seed_sown,Sheep,Top_predators_killed,Human_population,Red_fox_killed,north,east
Kronob,79,20,52,18,11638,8308,0,169736.00,43.7,184,224
Kristian,79,21,52,36.5,28942,12352,0,230619.00,83.3,103,170
Blek,79,22,52,45,23619,12155,0,137477.00,88.4,120,263
Malmo,79,23,52,69.2,62828,17072,0,349310.00,106.7,58,136
Norrb,80,1,53,0.9,291,304,0.151,90761.00,3.5,1439,513
Vasterb,80,2,53,1.8,573,847,0.118,106435.00,9.6,1179,415
Jamt,80,3,53,1.5,389,1947,0.332,83623.00,7.7,976,222
Vastern,80,4,53,7.3,1830,3300,0.173,169195.00,26.3,962,387
Gavle,80,5,53,9,2641,3544,0.304,178728.00,18.9,756,336
Koppar,80,6,53,6.3,3348,3740,0.033,190133.00,15.4,696,221
Varm,80,7,53,13.8,8586,4223,0.361,268417.00,48.7,564,140
Upps,80,8,53,15.4,14173,5451,0,111019.00,89.5,588,422
Vastml,80,9,53,19.4,16666,4180,0.151,128491.00,82.6,557,337
Stock,80,10,53,46.5,15128,5867,0,315796.00,118.9,519,453
Orebro,80,11,53,19.5,12446,3784,0.107,182263.00,67,499,254
Soderml,80,12,53,22.3,16854,7752,0,147186.00,150.2,463,361
Skara,80,13,53,31.4,39620,8234,0,257942.00,59.7,382,170
Alvsb,80,14,53,23.3,20399,7269,0,288947.00,61.8,352,101
Goteborg,80,15,53,49.1,23292,7051,0.376,261114.00,110.7,381,44
Ostergl,80,16,53,22.9,18445,6132,0,267133.00,106.7,375,302
Kalmar,80,17,53,21,12749,9262,0,245105.00,85.9,237,323
Jonk,80,18,53,18.3,14491,9580,0,196271.00,45.4,269,217
Halland,80,19,53,23.7,25630,9894,0,135299.00,77.5,208,107
Kronob,80,20,53,18,11562,7952,0,169736.00,66.2,184,224
Kristian,80,21,53,36.5,29108,12544,0,230619.00,100.5,103,170
Blek,80,22,53,45,23225,11505,0,137477.00,83.1,120,263
Malmo,80,23,53,69.2,63584,16316,0,349310.00,157.8,58,136
Norrb,81,1,54,0.9,300,276,0.311,90761.00,3.6,1439,513
Vasterb,81,2,54,1.8,599,702,0.084,106435.00,6.6,1179,415
Jamt,81,3,54,1.5,397,1903,0.203,83623.00,9.5,976,222
Vastern,81,4,54,7.3,1826,2831,0.043,169195.00,28,962,387
Gavle,81,5,54,9,2708,3436,0.152,178728.00,29.7,756,336
Koppar,81,6,54,6.3,3373,3519,0.197,190133.00,15.4,696,221
Varm,81,7,54,13.8,8653,4361,0.258,268417.00,50.1,564,140
Upps,81,8,54,15.4,14370,4470,0,111019.00,85.1,588,422
Vastml,81,9,54,19.4,16969,4015,0.151,128491.00,64.3,557,337
Stock,81,10,54,46.5,15533,5643,0,315796.00,65.3,519,453
Orebro,81,11,54,19.5,12544,3549,0.214,182263.00,43.5,499,254
Soderml,81,12,54,22.3,17430,7178,0,147186.00,123.5,463,361
Skara,81,13,54,31.4,39837,7919,0,257942.00,84.2,382,170
Alvsb,81,14,54,23.3,20500,6693,0,288947.00,69.7,352,101
Goteborg,81,15,54,49.1,23341,6833,0,261114.00,107.1,381,44
Ostergl,81,16,54,22.9,18078,5515,0,267133.00,98.8,375,302
Kalmar,81,17,54,21,13302,9023,0,245105.00,69.7,237,323
Jonk,81,18,54,18.3,14729,9515,0,196271.00,40.2,269,217
Halland,81,19,54,23.7,26256,9025,0,135299.00,47,208,107
Kronob,81,20,54,18,11415,7829,0,169736.00,27.1,184,224
Kristian,81,21,54,36.5,29194,12366,0,230619.00,97.7,103,170
Blek,81,22,54,45,23225,10359,0,137477.00,56.6,120,263
Malmo,81,23,54,69.2,65158,15061,0,349310.00,77.2,58,136
Norrb,82,1,55,0.9,299,289,0.33,90761.00,3.5,1439,513
Vasterb,82,2,55,1.8,625,729,0.017,106435.00,4.2,1179,415
Jamt,82,3,55,1.5,419,1999,0.129,83623.00,8.3,976,222
Vastern,82,4,55,7.3,1833,2816,0.216,169195.00,26,962,387
Gavle,82,5,55,9,2741,3515,0,178728.00,28.5,756,336
Koppar,82,6,55,6.3,3408,3519,0.164,190133.00,15,696,221
Varm,82,7,55,13.8,8623,4250,0.206,268417.00,20.3,564,140
Upps,82,8,55,15.4,14445,4470,0,111019.00,65,588,422
Vastml,82,9,55,19.4,17471,3948,0.302,128491.00,20.1,557,337
Stock,82,10,55,46.5,16304,5785,0,315796.00,88.2,519,453
Orebro,82,11,55,19.5,12932,3610,0,182263.00,43.5,499,254
Soderml,82,12,55,22.3,18000,6549,0,147186.00,119.1,463,361
Skara,82,13,55,31.4,41192,8086,0,257942.00,75.5,382,170
Alvsb,82,14,55,23.3,20681,6742,0,288947.00,57.4,352,101
Goteborg,82,15,55,49.1,23389,6979,0,261114.00,78.2,381,44
Ostergl,82,16,55,22.9,18487,5752,0,267133.00,85.3,375,302
Kalmar,82,17,55,21,13304,8854,0,245105.00,64.8,237,323
Jonk,82,18,55,18.3,15163,9356,0,196271.00,28.4,269,217
Halland,82,19,55,23.7,26329,9213,0,135299.00,56.3,208,107
Kronob,82,20,55,18,11593,8127,0,169736.00,63.3,184,224
Kristian,82,21,55,36.5,29436,12391,0,230619.00,96.1,103,170
Blek,82,22,55,45,23225,10352,0,137477.00,52,120,263
Malmo,82,23,55,69.2,64348,15327,0,349310.00,104.9,58,136
Norrb,83,1,56,0.9,308,332,0.113,96241.00,3.6,1439,513
Vasterb,83,2,56,1.9,631,805,0.034,113541.00,6.8,1179,415
Jamt,83,3,56,1.7,429,1987,0.092,93091.00,7,976,222
Vastern,83,4,56,8,1903,2897,0.13,184884.00,35.8,962,387
Gavle,83,5,56,9.7,2730,3512,0.051,191223.00,45.5,756,336
Koppar,83,6,56,6.4,3436,3536,0.099,194291.00,18,696,221
Varm,83,7,56,13.4,8604,4227,0.464,259958.00,29.6,564,140
Upps,83,8,56,16.2,14999,4473,0,116406.00,79.1,588,422
Vastml,83,9,56,20,17791,3832,0,132056.00,67.9,557,337
Stock,83,10,56,53.7,17024,5836,0,364529.00,99.4,519,453
Orebro,83,11,56,19.5,13161,3559,0,182513.00,47,499,254
Soderml,83,12,56,22.7,18384,6419,0,150032.00,144.4,463,361
Skara,83,13,56,30.8,41493,7796,0,253467.00,107.9,382,170
Alvsb,83,14,56,22.8,20775,6555,0.242,282335.00,81.8,352,101
Goteborg,83,15,56,52.8,25338,6490,0,281001.00,89.8,381,44
Ostergl,83,16,56,23,18993,5703,0,267842.00,120,375,302
Kalmar,83,17,56,20.6,13328,8963,0,240507.00,159.7,237,323
Jonk,83,18,56,18.4,15226,9293,0,197392.00,51,269,217
Halland,83,19,56,23.9,27098,9116,0,136973.00,92.5,208,107
Kronob,83,20,56,17.7,11691,8142,0,166881.00,69.8,184,224
Kristian,83,21,56,35.9,29505,12464,0.317,226787.00,99.6,103,170
Blek,83,22,56,45.8,23225,10148,0,140071.00,93.6,120,263
Malmo,83,23,56,70.9,64635,14847,0,358178.00,115,58,136
Norrb,84,1,57,0.9,323,337,0.358,96241.00,5.9,1439,513
Vasterb,84,2,57,1.9,652,822,0.169,113541.00,10.8,1179,415
Jamt,84,3,57,1.7,404,1952,0.092,93091.00,10.2,976,222
Vastern,84,4,57,8,1944,3411,0,184884.00,31.9,962,387
Gavle,84,5,57,9.7,2826,3685,0,191223.00,48.5,756,336
Koppar,84,6,57,6.4,3456,3507,0.23,194291.00,22.3,696,221
Varm,84,7,57,13.4,8546,4168,0.155,259958.00,35.5,564,140
Upps,84,8,57,16.2,15419,4474,0,116406.00,93.1,588,422
Vastml,84,9,57,20,17791,3832,0,132056.00,104.5,557,337
Stock,84,10,57,53.7,17424,5871,0,364529.00,141.3,519,453
Orebro,84,11,57,19.5,13440,3487,0,182513.00,63.7,499,254
Soderml,84,12,57,22.7,18852,6886,0,150032.00,149.7,463,361
Skara,84,13,57,30.8,42165,7735,0,253467.00,107.9,382,170
Alvsb,84,14,57,22.8,21002,6289,0.081,282335.00,91.9,352,101
Goteborg,84,15,57,52.8,23423,6637,0,281001.00,94.7,381,44
Ostergl,84,16,57,23,18637,5588,0,267842.00,136.5,375,302
Kalmar,84,17,57,20.6,14252,8864,0,240507.00,102.2,237,323
Jonk,84,18,57,18.4,15316,9301,0,197392.00,77.2,269,217
Halland,84,19,57,23.9,27328,8928,0,136973.00,90.7,208,107
Kronob,84,20,57,17.7,12083,8096,0,166881.00,87.8,184,224
Kristian,84,21,57,35.9,31561,11061,1.583,226787.00,118.4,103,170
Blek,84,22,57,45.8,23225,10350,0,140071.00,101.5,120,263
Malmo,84,23,57,70.9,65613,14250,0,358178.00,119.2,58,136
Norrb,85,1,58,0.9,321,339,0.179,96241.00,5.1,1439,513
Vasterb,85,2,58,1.9,548,949,0.051,113541.00,8.8,1179,415
Jamt,85,3,58,1.7,416,1831,0.296,93091.00,15.7,976,222
Vastern,85,4,58,8,1937,3408,0,184884.00,31.6,962,387
Gavle,85,5,58,9.7,2985,3729,0,191223.00,88.2,756,336
Koppar,85,6,58,6.4,3515,3461,0.395,194291.00,26.4,696,221
Varm,85,7,58,13.4,8546,4168,0.155,259958.00,30.7,564,140
Upps,85,8,58,16.2,15718,5380,0.139,116406.00,65.6,588,422
Vastml,85,9,58,20,17791,3832,0.302,132056.00,88.2,557,337
Stock,85,10,58,53.7,17934,6109,0,364529.00,127.6,519,453
Orebro,85,11,58,19.5,13534,3652,0,182513.00,64,499,254
Soderml,85,12,58,22.7,19276,6105,0,150032.00,140.2,463,361
Skara,85,13,58,30.8,43441,9131,0,253467.00,34.2,382,170
Alvsb,85,14,58,22.8,20992,6168,0.161,282335.00,108.4,352,101
Goteborg,85,15,58,52.8,23664,6552,0,281001.00,75.4,381,44
Ostergl,85,16,58,23,18998,6005,0.086,267842.00,73.1,375,302
Kalmar,85,17,58,20.6,13821,9041,0,240507.00,104.3,237,323
Jonk,85,18,58,18.4,15535,9227,0,197392.00,97.6,269,217
Halland,85,19,58,23.9,26178,9626,0,136973.00,82.9,208,107
Kronob,85,20,58,17.7,12556,8236,0,166881.00,88.6,184,224
Kristian,85,21,58,35.9,31880,11718,0,226787.00,109.4,103,170
Blek,85,22,58,45.8,22276,10375,0,140071.00,79.2,120,263
Malmo,85,23,58,70.9,64128,17414,0,358178.00,133.6,58,136
Norrb,86,1,59,0.9,338,417,0.198,96241.00,3.6,1439,513
Vasterb,86,2,59,1.9,539,982,0,113541.00,9.2,1179,415
Jamt,86,3,59,1.7,415,1784,0.092,93091.00,10,976,222
Vastern,86,4,59,8,2026,3605,0,184884.00,24.9,962,387
Gavle,86,5,59,9.7,2990,3843,0,191223.00,35.1,756,336
Koppar,86,6,59,6.4,3314,3273,0.099,194291.00,17.4,696,221
Varm,86,7,59,13.4,8546,4036,0.155,259958.00,29.6,564,140
Upps,86,8,59,16.2,15975,4562,0.139,116406.00,74.1,588,422
Vastml,86,9,59,20,17863,3832,0.302,132056.00,90.3,557,337
Stock,86,10,59,53.7,18466,6257,0,364529.00,109.3,519,453
Orebro,86,11,59,19.5,13684,3500,0,182513.00,64.5,499,254
Soderml,86,12,59,22.7,19703,5964,0,150032.00,118.7,463,361
Skara,86,13,59,30.8,40736,8488,0,253467.00,160.3,382,170
Alvsb,86,14,59,22.8,20761,6685,0.161,282335.00,91.6,352,101
Goteborg,86,15,59,52.8,23993,7012,0.188,281001.00,90.6,381,44
Ostergl,86,16,59,23,19653,6039,0,267842.00,93.1,375,302
Kalmar,86,17,59,20.6,13961,9037,0,240507.00,110.6,237,323
Jonk,86,18,59,18.4,15680,9412,0,197392.00,95.5,269,217
Halland,86,19,59,23.9,25581,9637,0.175,136973.00,63.3,208,107
Kronob,86,20,59,17.7,13344,8037,0,166881.00,89.4,184,224
Kristian,86,21,59,35.9,32060,11112,0,226787.00,105.9,103,170
Blek,86,22,59,45.8,24129,9843,0,140071.00,74,120,263
Malmo,86,23,59,70.9,63015,17026,0,358178.00,123.1,58,136
Norrb,87,1,60,0.9,397,374,0.33,96241.00,3.6,1439,513
Vasterb,87,2,60,1.9,531,895,0.017,113541.00,6.3,1179,415
Jamt,87,3,60,1.7,418,1785,0.277,93091.00,8.9,976,222
Vastern,87,4,60,8,2059,3312,0,184884.00,24.6,962,387
Gavle,87,5,60,9.7,3012,3618,0,191223.00,41.8,756,336
Koppar,87,6,60,6.4,3358,3115,0.164,194291.00,21.1,696,221
Varm,87,7,60,13.4,8546,3833,0.155,259958.00,31.5,564,140
Upps,87,8,60,16.2,16334,4440,0.139,116406.00,118.2,588,422
Vastml,87,9,60,20,17791,3832,0,132056.00,107.2,557,337
Stock,87,10,60,53.7,19225,6398,0,364529.00,75.7,519,453
Orebro,87,11,60,19.5,13981,3263,0,182513.00,74.1,499,254
Soderml,87,12,60,22.7,19481,5924,0,150032.00,123.5,463,361
Skara,87,13,60,30.8,40434,8065,0,253467.00,137.1,382,170
Alvsb,87,14,60,22.8,20761,5936,0.242,282335.00,69.3,352,101
Goteborg,87,15,60,52.8,25889,4168,0.188,281001.00,166.5,381,44
Ostergl,87,16,60,23,19944,5916,0,267842.00,101.2,375,302
Kalmar,87,17,60,20.6,15183,8914,0,240507.00,81.8,237,323
Jonk,87,18,60,18.4,15739,9460,0,197392.00,71.2,269,217
Halland,87,19,60,23.9,25568,9584,0.175,136973.00,73.6,208,107
Kronob,87,20,60,17.7,13738,7635,0,166881.00,102,184,224
Kristian,87,21,60,35.9,32510,11290,0,226787.00,114,103,170
Blek,87,22,60,45.8,24552,9538,0,140071.00,123.1,120,263
Malmo,87,23,60,70.9,64882,16517,0,358178.00,112.3,58,136
Norrb,88,1,61,1,370,284,0.16,104783.00,5.2,1439,513
Vasterb,88,2,61,2.1,530,789,0.017,122784.00,7,1179,415
Jamt,88,3,61,1.9,421,1825,0.277,100455.00,9.7,976,222
Vastern,88,4,61,9,2057,2717,0,208763.00,17.4,962,387
Gavle,88,5,61,10.5,3118,3583,0,206924.00,54.8,756,336
Koppar,88,6,61,6.5,3421,2931,0.132,197449.00,22.3,696,221
Varm,88,7,61,13.1,8546,3873,0.052,253326.00,35.7,564,140
Upps,88,8,61,16.8,16707,4451,0,121091.00,116.2,588,422
Vastml,88,9,61,20.8,17791,3828,0,137453.00,40.5,557,337
Stock,88,10,61,58.8,19138,6341,0,399169.00,73.2,519,453
Orebro,88,11,61,19.5,14194,3454,0,182557.00,68.1,499,254
Soderml,88,12,61,23.5,19777,5796,0,154991.00,119.3,463,361
Skara,88,13,61,30.1,44574,8157,0,247074.00,108.6,382,170
Alvsb,88,14,61,22.3,20900,5706,0.081,275780.00,62.7,352,101
Goteborg,88,15,61,56,25439,4052,1.128,297824.00,151.5,381,44
Ostergl,88,16,61,22.9,20383,6162,0,266619.00,117.8,375,302
Kalmar,88,17,61,19.9,15282,8955,0,232847.00,81.3,237,323
Jonk,88,18,61,18.1,16853,9816,0,193704.00,58.8,269,217
Halland,88,19,61,23.8,25529,9428,0,136106.00,16.6,208,107
Kronob,88,20,61,17.1,14025,7841,0,160835.00,79,184,224
Kristian,88,21,61,35.1,31918,11122,0,221691.00,103.4,103,170
Blek,88,22,61,46.7,26306,8579,0,142602.00,49.4,120,263
Malmo,88,23,61,73,65099,16410,0,368817.00,101.6,58,136
Norrb,89,1,62,1,357,326,0.104,104783.00,4.4,1439,513
Vasterb,89,2,62,2.1,563,744,0.017,122784.00,7.7,1179,415
Jamt,89,3,62,1.9,356,1729,0.277,100455.00,8.2,976,222
Vastern,89,4,62,9,2073,2854,0.043,208763.00,15.6,962,387
Gavle,89,5,62,10.5,3230,3648,0,206924.00,28.6,756,336
Koppar,89,6,62,6.5,3401,2668,0.296,197449.00,12.3,696,221
Varm,89,7,62,13.1,8556,4168,0.052,253326.00,18.4,564,140
Upps,89,8,62,16.8,17126,6856,0,121091.00,108,588,422
Vastml,89,9,62,20.8,17907,3828,0,137453.00,106.3,557,337
Stock,89,10,62,58.8,19294,6314,0,399169.00,80.4,519,453
Orebro,89,11,62,19.5,14576,3477,0,182557.00,62.2,499,254
Soderml,89,12,62,23.5,22929,5708,0,154991.00,129.1,463,361
Skara,89,13,62,30.1,44992,8009,0,247074.00,103.2,382,170
Alvsb,89,14,62,22.3,20195,5461,0.081,275780.00,44.1,352,101
Goteborg,89,15,62,56,24681,3403,0,297824.00,130.8,381,44
Ostergl,89,16,62,22.9,20506,6161,0,266619.00,84.8,375,302
Kalmar,89,17,62,19.9,15363,7891,0,232847.00,60,237,323
Jonk,89,18,62,18.1,17297,10109,0,193704.00,44.2,269,217
Halland,89,19,62,23.8,23203,8256,0.175,136106.00,62.8,208,107
Kronob,89,20,62,17.1,14047,7788,0,160835.00,77.5,184,224
Kristian,89,21,62,35.1,31737,11281,0,221691.00,106.9,103,170
Blek,89,22,62,46.7,26078,8261,0,142602.00,72,120,263
Malmo,89,23,62,73,65414,15014,0,368817.00,103.5,58,136
Norrb,90,1,63,1,331,315,0.208,104783.00,6.1,1439,513
Vasterb,90,2,63,2.1,598,743,0.034,122784.00,5.9,1179,415
Jamt,90,3,63,1.9,369,1672,0.277,100455.00,7.8,976,222
Vastern,90,4,63,9,2384,3013,0,208763.00,16.1,962,387
Gavle,90,5,63,10.5,3251,3831,0.152,206924.00,22.6,756,336
Koppar,90,6,63,6.5,3447,2799,0.066,197449.00,12.9,696,221
Varm,90,7,63,13.1,8543,4214,0.155,253326.00,23.8,564,140
Upps,90,8,63,16.8,17162,6855,0,121091.00,109.4,588,422
Vastml,90,9,63,20.8,17789,3828,0,137453.00,95.9,557,337
Stock,90,10,63,58.8,19215,6315,0,399169.00,92.4,519,453
Orebro,90,11,63,19.5,14540,3574,0,182557.00,92.7,499,254
Soderml,90,12,63,23.5,20418,5654,0,154991.00,126.5,463,361
Skara,90,13,63,30.1,44025,8034,0,247074.00,118.2,382,170
Alvsb,90,14,63,22.3,20128,5482,0.323,275780.00,63,352,101
Goteborg,90,15,63,56,24444,3650,0.376,297824.00,146,381,44
Ostergl,90,16,63,22.9,20515,6415,0,266619.00,107.2,375,302
Kalmar,90,17,63,19.9,15208,8098,0,232847.00,72.5,237,323
Jonk,90,18,63,18.1,17205,10070,0,193704.00,45.4,269,217
Halland,90,19,63,23.8,23456,9176,0,136106.00,81.7,208,107
Kronob,90,20,63,17.1,14153,7761,0,160835.00,80.3,184,224
Kristian,90,21,63,35.1,32647,11153,0,221691.00,99.9,103,170
Blek,90,22,63,46.7,25960,8503,0,142602.00,240.6,120,263
Malmo,90,23,63,73,64563,14885,0,368817.00,102.8,58,136
Norrb,91,1,64,1,332,307,0.292,104783.00,6.8,1439,513
Vasterb,91,2,64,2.1,570,733,0.186,122784.00,6.2,1179,415
Jamt,91,3,64,1.9,370,1649,0.795,100455.00,10,976,222
Vastern,91,4,64,9,2134,2984,0.043,208763.00,21.7,962,387
Gavle,91,5,64,10.5,3346,3837,0.051,206924.00,39.5,756,336
Koppar,91,6,64,6.5,3399,2551,0.164,197449.00,14.6,696,221
Varm,91,7,64,13.1,9421,4092,0.206,253326.00,32,564,140
Upps,91,8,64,16.8,17186,6855,0,121091.00,99.5,588,422
Vastml,91,9,64,20.8,17410,3834,0,137453.00,131.2,557,337
Stock,91,10,64,58.8,19085,6341,0,399169.00,97.2,519,453
Orebro,91,11,64,19.5,14402,3513,0,182557.00,82.2,499,254
Soderml,91,12,64,23.5,20735,5599,0,154991.00,179.2,463,361
Skara,91,13,64,30.1,44342,7820,0,247074.00,125.4,382,170
Alvsb,91,14,64,22.3,19655,5624,0.081,275780.00,77.4,352,101
Goteborg,91,15,64,56,23909,3832,0,297824.00,176.5,381,44
Ostergl,91,16,64,22.9,20335,6416,0,266619.00,143.3,375,302
Kalmar,91,17,64,19.9,14848,8170,0,232847.00,101.2,237,323
Jonk,91,18,64,18.1,17362,10071,0,193704.00,106.5,269,217
Halland,91,19,64,23.8,23494,9080,0.35,136106.00,88.1,208,107
Kronob,91,20,64,17.1,14125,7647,0,160835.00,89.8,184,224
Kristian,91,21,64,35.1,32900,11023,0,221691.00,112.1,103,170
Blek,91,22,64,46.7,25988,8590,0,142602.00,131.6,120,263
Malmo,91,23,64,73,65456,14849,0,368817.00,111.1,58,136
Norrb,92,1,65,1,343,268,0.472,104783.00,5.6,1439,513
Vasterb,92,2,65,2.1,650,885,0.321,122784.00,3,1179,415
Jamt,92,3,65,1.9,387,1652,0.481,100455.00,12.1,976,222
Vastern,92,4,65,9,2185,3039,0.043,208763.00,17.1,962,387
Gavle,92,5,65,10.5,3845,3910,0.051,206924.00,38.4,756,336
Koppar,92,6,65,6.5,3250,2510,0.099,197449.00,18.3,696,221
Varm,92,7,65,13.1,9915,4125,0.103,253326.00,39.1,564,140
Upps,92,8,65,16.8,17385,6854,0,121091.00,109.4,588,422
Vastml,92,9,65,20.8,17732,4084,0,137453.00,105.8,557,337
Stock,92,10,65,58.8,17158,6295,0,399169.00,113.1,519,453
Orebro,92,11,65,19.5,14407,3512,0,182557.00,65.9,499,254
Soderml,92,12,65,23.5,21387,5505,0,154991.00,134,463,361
Skara,92,13,65,30.1,44837,7789,0,247074.00,130.5,382,170
Alvsb,92,14,65,22.3,20045,5462,0.161,275780.00,62.5,352,101
Goteborg,92,15,65,56,24579,3968,0,297824.00,180.8,381,44
Ostergl,92,16,65,22.9,16362,6508,0,266619.00,141.1,375,302
Kalmar,92,17,65,19.9,14831,8360,0,232847.00,78.4,237,323
Jonk,92,18,65,18.1,22897,10323,0,193704.00,72.9,269,217
Halland,92,19,65,23.8,35671,8456,0.175,136106.00,73.1,208,107
Kronob,92,20,65,17.1,14343,7727,0,160835.00,72.3,184,224
Kristian,92,21,65,35.1,27607,10962,0,221691.00,105.1,103,170
Blek,92,22,65,46.7,25991,8599,0,142602.00,116.5,120,263
Malmo,92,23,65,73,58651,14324,0,368817.00,117.8,58,136
Norrb,93,1,66,1.1,324,224,0.226,115500.00,5.3,1439,513
Vasterb,93,2,66,2.2,655,917,0.135,133336.00,7.9,1179,415
Jamt,93,3,66,1.9,371,1619,0.85,104259.00,22.3,976,222
Vastern,93,4,66,9.4,2154,3031,0.216,217220.00,22.8,962,387
Gavle,93,5,66,11.1,3513,4105,0.304,218864.00,38.9,756,336
Koppar,93,6,66,6.8,3413,2440,0.066,206774.00,16.3,696,221
Varm,93,7,66,13,10183,3768,0.309,252915.00,76.6,564,140
Upps,93,8,66,17.1,17259,6854,0,123015.00,126.8,588,422
Vastml,93,9,66,21.6,17754,4191,0,142735.00,137.7,557,337
Stock,93,10,66,63.2,19305,6244,0,429095.00,87.5,519,453
Orebro,93,11,66,20.2,14638,3444,0,188771.00,78.3,499,254
Soderml,93,12,66,24.5,21191,5438,0,161722.00,142.3,463,361
Skara,93,13,66,29.7,45110,7363,0,244514.00,125.7,382,170
Alvsb,93,14,66,22.2,20062,5406,0.081,274698.00,60.5,352,101
Goteborg,93,15,66,58.9,23498,4080,0,313340.00,88.3,381,44
Ostergl,93,16,66,23.3,20613,6380,0.086,270973.00,163.8,375,302
Kalmar,93,17,66,19.6,14974,8132,0,229176.00,27.1,237,323
Jonk,93,18,66,18.3,17808,10297,0,195856.00,70.9,269,217
Halland,93,19,66,24.4,25301,8088,0,139356.00,82.2,208,107
Kronob,93,20,66,16.8,14289,7810,0,158838.00,74,184,224
Kristian,93,21,66,34.8,32550,10411,0,219858.00,110,103,170
Blek,93,22,66,46.9,26038,8625,0,143387.00,108,120,263
Malmo,93,23,66,75.9,64185,13254,0,383203.00,138.2,58,136
Norrb,94,1,67,1.1,325,224,0.443,115500.00,4.8,1439,513
Vasterb,94,2,67,2.2,674,949,0.169,133336.00,10.4,1179,415
Jamt,94,3,67,1.9,363,1579,0.647,104259.00,13.2,976,222
Vastern,94,4,67,9.4,2175,2946,0,217220.00,19.5,962,387
Gavle,94,5,67,11.1,3533,4081,0,218864.00,33,756,336
Koppar,94,6,67,6.8,3330,2273,0.066,206774.00,18.2,696,221
Varm,94,7,67,13,10073,3871,0.103,252915.00,81.1,564,140
Upps,94,8,67,17.1,17279,6854,0,123015.00,114.8,588,422
Vastml,94,9,67,21.6,18037,4317,0,142735.00,115.4,557,337
Stock,94,10,67,63.2,19417,6191,0,429095.00,81.9,519,453
Orebro,94,11,67,20.2,14491,3524,0,188771.00,98.9,499,254
Soderml,94,12,67,24.5,21233,5233,0,161722.00,152,463,361
Skara,94,13,67,29.7,44996,7400,0,244514.00,131.6,382,170
Alvsb,94,14,67,22.2,20265,5386,0.161,274698.00,66.2,352,101
Goteborg,94,15,67,58.9,23398,4230,0,313340.00,126.1,381,44
Ostergl,94,16,67,23.3,20661,6461,0,270973.00,158.6,375,302
Kalmar,94,17,67,19.6,14677,8421,0,229176.00,71.7,237,323
Jonk,94,18,67,18.3,17954,10194,0,195856.00,77.9,269,217
Halland,94,19,67,24.4,24303,8287,0,139356.00,93.2,208,107
Kronob,94,20,67,16.8,14456,7733,0,158838.00,78.9,184,224
Kristian,94,21,67,34.8,32177,9910,0,219858.00,91.5,103,170
Blek,94,22,67,46.9,26055,8600,0,143387.00,124,120,263
Malmo,94,23,67,75.9,63360,12787,0,383203.00,135.8,58,136
Norrb,95,1,68,1.1,329,225,0.462,115500.00,5.2,1439,513
Vasterb,95,2,68,2.2,681,1015,0.118,133336.00,11.8,1179,415
Jamt,95,3,68,1.9,375,1516,1.312,104259.00,13.3,976,222
Vastern,95,4,68,9.4,2146,2924,0,217220.00,14.5,962,387
Gavle,95,5,68,11.1,3535,4072,0,218864.00,39.5,756,336
Koppar,95,6,68,6.8,3428,2126,0.066,206774.00,21.1,696,221
Varm,95,7,68,13,9823,3852,0.206,252915.00,89.2,564,140
Upps,95,8,68,17.1,17385,6747,0,123015.00,118.4,588,422
Vastml,95,9,68,21.6,18389,4678,0,142735.00,142.6,557,337
Stock,95,10,68,63.2,19625,6184,0,429095.00,143,519,453
Orebro,95,11,68,20.2,14607,3452,0,188771.00,104.4,499,254
Soderml,95,12,68,24.5,21343,5064,0,161722.00,203.7,463,361
Skara,95,13,68,29.7,45155,7293,0,244514.00,162.6,382,170
Alvsb,95,14,68,22.2,21887,5526,0,274698.00,58.4,352,101
Goteborg,95,15,68,58.9,23388,4371,0,313340.00,154.3,381,44
Ostergl,95,16,68,23.3,20655,6477,0,270973.00,229.8,375,302
Kalmar,95,17,68,19.6,14905,8326,0,229176.00,94.7,237,323
Jonk,95,18,68,18.3,18192,10413,0,195856.00,90.3,269,217
Halland,95,19,68,24.4,24473,8015,0,139356.00,100,208,107
Kronob,95,20,68,16.8,14667,7704,0,158838.00,92.6,184,224
Kristian,95,21,68,34.8,32401,9634,0,219858.00,120.6,103,170
Blek,95,22,68,46.9,25785,8232,0,143387.00,117.8,120,263
Malmo,95,23,68,75.9,63207,12583,0,383203.00,149.1,58,136
Norrb,96,1,69,1.1,333,241,0.434,115500.00,10.6,1439,513
Vasterb,96,2,69,2.2,691,1055,0.236,133336.00,13.1,1179,415
Jamt,96,3,69,1.9,374,1502,1.294,104259.00,17,976,222
Vastern,96,4,69,9.4,2190,2934,0.13,217220.00,21.9,962,387
Gavle,96,5,69,11.1,3543,4100,0.202,218864.00,41.2,756,336
Koppar,96,6,69,6.8,3369,2147,0.198,206774.00,24.6,696,221
Varm,96,7,69,13,9489,3629,0.155,252915.00,105.1,564,140
Upps,96,8,69,17.1,17392,6720,0,123015.00,123.4,588,422
Vastml,96,9,69,21.6,18445,4743,0,142735.00,118.1,557,337
Stock,96,10,69,63.2,19743,6185,0,429095.00,130.2,519,453
Orebro,96,11,69,20.2,14545,3356,0,188771.00,105,499,254
Soderml,96,12,69,24.5,21273,4919,0,161722.00,183.8,463,361
Skara,96,13,69,29.7,44753,6964,0,244514.00,173,382,170
Alvsb,96,14,69,22.2,21576,5440,0,274698.00,92.7,352,101
